imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu2_acc_x,imu2_acc_y,imu2_acc_z,imu2_gyro_x,imu2_gyro_y,imu2_gyro_z,imu3_acc_x,imu3_acc_y,imu3_acc_z,imu3_gyro_x,imu3_gyro_y,imu3_gyro_z,imu4_acc_x,imu4_acc_y,imu4_acc_z,imu4_gyro_x,imu4_gyro_y,imu4_gyro_z,imu5_acc_x,imu5_acc_y,imu5_acc_z,imu5_gyro_x,imu5_gyro_y,imu5_gyro_z,imu6_acc_x,imu6_acc_y,imu6_acc_z,imu6_gyro_x,imu6_gyro_y,imu6_gyro_z,imu7_acc_x,imu7_acc_y,imu7_acc_z,imu7_gyro_x,imu7_gyro_y,imu7_gyro_z,imu8_acc_x,imu8_acc_y,imu8_acc_z,imu8_gyro_x,imu8_gyro_y,imu8_gyro_z,imu9_acc_x,imu9_acc_y,imu9_acc_z,imu9_gyro_x,imu9_gyro_y,imu9_gyro_z,imu10_acc_x,imu10_acc_y,imu10_acc_z,imu10_gyro_x,imu10_gyro_y,imu10_gyro_z,stroke_label,head_x,head_y,stroke_prob
0.884,-2.239,0.253,0.686,-0.513,-0.595,-0.573,0.863,0.946,-1.196,-1.275,-0.346,1.124,1.745,0.57,0.575,1.753,-0.428,0.384,-0.153,-0.931,0.879,-0.835,-2.978,1.293,0.013,-1.245,-0.892,0.56,-0.452,-1.83,-0.439,0.162,0.727,-1.487,1.671,-1.355,-0.123,0.969,-0.043,-0.593,0.367,0.513,-0.729,-0.605,-1.251,0.874,0.019,-1.551,2.154,-0.7,0.415,-1.403,-0.607,-0.464,-0.261,-0.844,0.087,-0.133,-0.323,Backstroke,485,206,0.531
0.682,0.798,0.985,-1.247,-2.015,-0.829,-0.999,1.396,1.048,0.413,-0.677,0.127,0.243,-0.158,-0.1,0.717,-0.998,0.906,-0.276,0.971,-1.835,0.874,-0.489,0.943,-1.149,0.576,-0.243,0.176,1.839,1.248,-0.383,-0.419,0.921,0.739,1.376,-0.202,0.353,-0.021,-1.923,0.456,-1.043,-0.241,-0.511,-0.964,-1.376,-0.393,1.217,0.091,-1.409,-0.389,0.057,0.319,-0.161,-1.109,-0.703,0.234,2.454,0.312,-0.305,0.225,Front Crawl,1109,571,0.521
-1.695,0.711,-0.396,0.034,-0.288,-0.103,2.261,-1.032,0.546,-1.644,0.561,-0.353,-0.823,-1.133,1.939,1.4,-1.072,-0.926,0.244,0.82,0.497,1.39,0.339,0.088,-1.403,-0.112,-2.56,0.518,-0.983,-0.992,-0.334,-0.957,-0.739,1.16,-0.386,-0.979,0.433,-0.116,0.719,-0.56,0.575,0.367,0.523,0.128,1.158,1.449,1.448,0.855,1.656,0.132,-0.459,-1.311,1.144,0.661,-2.134,-0.506,1.681,1.223,0.875,0.022,Freestyle,114,351,0.427
-0.272,-1.149,-0.917,0.542,1.507,-1.671,0.764,0.915,0.356,-0.244,-0.0,0.643,0.21,-0.09,-0.237,-0.484,0.544,0.657,-0.403,-0.397,-1.431,-0.706,-0.677,0.601,-1.244,-0.694,-0.341,-0.511,0.095,0.901,-0.36,0.333,0.264,0.58,0.166,-1.851,1.232,-0.933,0.952,0.355,2.104,0.157,0.687,-0.682,0.817,0.283,1.207,-1.477,0.147,-0.289,1.467,1.651,-0.484,0.681,-0.406,-0.604,0.571,0.707,-0.882,-0.099,Breaststroke,1466,874,0.631
0.167,-1.019,0.075,-0.448,1.374,-0.583,0.572,-2.002,0.324,0.754,0.274,-0.124,1.235,-0.188,-1.12,0.367,-0.494,1.452,-0.748,1.283,-0.69,-1.196,0.716,0.424,1.048,-1.67,0.688,-1.699,-1.42,-0.157,1.182,0.663,0.114,0.601,0.167,1.207,0.733,0.032,0.015,0.674,-1.266,0.156,0.514,0.302,1.025,-0.279,-0.621,0.251,-0.528,0.79,1.104,0.332,1.139,0.38,-0.456,-0.851,0.738,0.078,0.444,-0.075,Breaststroke,189,709,0.486
-0.656,-1.156,-0.371,0.163,-1.35,1.326,-0.539,1.341,0.261,-0.445,-0.664,-0.116,0.266,-0.228,0.849,-0.214,-0.786,-1.496,0.899,1.039,-0.897,0.136,0.933,0.394,-0.192,0.663,-0.091,0.853,-1.262,-1.725,0.24,-0.959,1.265,-1.646,-0.585,1.385,0.443,-0.292,-1.865,0.099,-0.807,-1.669,-0.453,-0.417,0.681,-1.616,-0.794,-0.649,0.312,0.036,0.122,-1.403,-1.22,-0.99,0.039,0.441,-1.233,-0.537,0.491,-0.673,Breaststroke,596,627,0.626
-0.566,-0.161,-0.154,0.559,0.167,0.815,-1.784,-0.454,-0.896,-0.012,0.512,0.362,1.928,-0.064,-0.37,-0.646,1.888,-0.587,-0.724,-0.467,-1.363,1.854,1.283,1.594,-0.302,0.744,-0.852,0.118,-0.392,0.739,-0.802,-1.382,-1.099,0.646,-0.81,0.701,0.003,-0.791,0.891,-0.135,-0.577,-0.021,-1.008,0.198,0.473,0.241,0.419,1.036,-1.14,-0.266,1.362,0.293,-1.324,-0.241,-0.516,-0.684,0.24,0.272,0.096,1.518,Butterfly,107,626,0.387
-2.198,1.954,-0.303,0.71,0.721,-0.873,-1.811,-1.103,0.776,-2.118,0.396,-0.262,-0.339,-1.53,0.369,-1.287,0.028,0.061,-0.947,1.366,1.195,0.271,0.013,-0.627,0.015,0.776,0.426,-0.239,2.432,-0.369,0.792,-2.418,-1.117,1.266,-0.301,0.437,-0.699,-1.608,-0.05,-0.034,-0.483,0.679,0.846,0.324,0.695,-0.644,1.292,-0.837,0.181,0.235,-1.149,0.43,-0.487,-1.103,-1.333,0.887,-1.762,1.09,0.365,0.137,Front Crawl,211,359,0.354
0.58,-0.571,-0.798,1.299,1.068,-0.348,-1.739,-0.677,0.756,-1.441,-0.486,-0.88,-0.766,0.625,2.228,-0.084,0.14,-0.155,-1.071,0.634,0.291,1.043,0.076,0.008,0.338,-0.331,0.398,0.235,-0.581,1.297,0.579,-0.235,1.859,1.433,1.691,1.277,-0.954,-0.391,0.497,-0.248,-0.614,0.744,0.104,-0.863,1.236,0.839,0.135,-2.877,0.188,1.147,-1.262,0.248,0.451,1.603,0.758,-0.006,0.031,0.432,0.775,-1.03,Backstroke,1775,649,0.698
-2.765,0.518,-0.592,0.569,-0.006,0.176,0.556,-1.077,0.949,-1.577,-0.199,0.702,0.189,-0.324,2.294,-0.558,-0.97,-0.625,-0.686,0.174,-0.055,0.377,-0.134,-0.544,-0.005,0.845,-1.14,1.433,-1.268,-1.721,-0.376,-1.7,-0.258,-1.075,1.394,-0.486,0.669,0.431,0.925,-1.454,-0.677,-0.093,-0.608,-1.284,0.304,0.153,1.516,-1.169,-0.248,-0.557,1.045,-0.181,-0.294,-0.705,-0.527,-1.373,0.608,-1.007,0.374,-0.486,Front Crawl,882,221,0.398
-1.644,0.362,0.362,0.756,0.139,-0.53,-2.026,1.178,1.71,2.021,-0.889,-1.138,0.59,0.509,-0.452,-0.493,1.221,-1.125,-1.152,-0.614,-0.492,0.227,-0.415,0.484,-0.067,-1.123,-0.136,-0.344,0.158,-1.839,-1.263,-1.61,0.029,0.875,-1.047,0.571,1.804,-0.285,1.321,0.186,0.066,-1.68,1.354,-0.455,-0.293,0.923,-0.075,-0.08,0.346,0.582,-0.617,-0.176,0.15,0.473,-0.17,0.038,0.588,-1.44,-1.033,0.311,Butterfly,304,311,0.355
-0.529,-0.423,1.275,0.435,1.901,-1.174,-0.695,0.44,0.14,0.272,0.535,0.742,0.289,0.062,0.975,-0.138,0.88,0.706,1.761,1.709,-0.786,-0.378,-0.378,0.998,1.422,-1.174,-0.406,-0.684,-0.486,-1.043,-1.396,0.846,-0.43,-1.525,-0.095,-0.897,0.335,-1.128,0.163,0.512,0.487,-0.749,1.416,0.229,-0.683,-0.458,0.614,-0.836,0.26,-0.298,-0.993,0.085,-0.283,-1.303,-1.285,-0.86,0.443,-1.673,-0.075,-0.295,Freestyle,1024,1027,0.504
0.206,0.019,0.453,1.173,1.195,0.09,0.044,-0.093,3.099,-0.48,0.796,2.728,-0.876,0.853,-0.165,0.253,-1.484,0.215,0.45,-1.086,-0.789,1.078,-0.436,-1.81,-0.039,-1.617,-0.89,-0.033,0.667,-0.289,1.498,2.281,0.188,0.328,0.293,-3.242,-2.473,-0.632,0.603,-0.669,-0.63,0.394,-0.051,-2.415,-0.756,-0.789,0.581,-0.433,0.252,-1.372,-0.068,-0.124,0.953,0.796,-0.128,-0.797,-1.479,-1.009,-0.421,0.182,Freestyle,1245,806,0.566
-0.59,0.471,0.962,1.515,-0.236,0.98,1.335,1.756,-0.121,0.316,-1.336,0.345,-1.749,1.786,-0.009,0.566,1.404,0.134,0.995,0.632,0.453,0.881,-0.951,-1.011,-0.545,-1.738,0.343,-0.277,-0.452,-0.805,0.142,1.113,1.722,1.275,0.92,-1.506,-1.256,-0.417,-0.823,1.514,0.041,1.143,-0.553,0.914,-0.792,0.746,-0.555,-0.984,-1.656,0.871,-0.835,-1.809,-1.1,-1.391,0.803,1.605,-1.919,0.189,-0.687,0.313,Breaststroke,1765,158,0.45
1.36,-0.115,0.702,0.431,1.533,0.037,-1.303,0.659,0.571,-0.018,0.002,-0.759,-0.163,-2.043,-0.559,-0.116,-0.023,-1.386,-0.633,0.316,-0.333,-1.014,-0.478,-1.632,-1.219,0.744,-1.402,-0.358,0.181,-0.146,0.485,0.568,-0.0,-1.207,0.564,-0.191,-1.023,0.806,-1.11,1.404,0.394,0.879,0.196,1.1,1.47,-1.527,-0.109,0.473,1.47,0.445,-1.889,-0.798,1.245,-1.697,0.77,-0.301,0.677,0.826,0.262,0.153,Front Crawl,754,644,0.678
1.007,0.359,1.134,0.095,-0.367,0.328,-2.301,-1.434,-0.137,0.398,0.526,1.178,0.816,-0.131,-0.31,0.466,-0.169,-1.88,-0.122,-0.489,0.5,-0.576,2.077,-0.5,0.613,0.876,0.704,0.987,-1.613,-2.136,-2.024,0.594,-0.173,-0.547,1.18,-0.266,1.23,0.142,-0.665,0.952,1.124,-1.26,0.138,-0.203,-1.631,-0.149,-1.082,0.509,-1.815,0.829,-0.294,-1.175,1.214,2.551,-1.142,1.356,-0.5,-0.302,1.826,1.663,Front Crawl,1501,512,0.626
-0.054,0.663,0.384,0.295,-0.635,-2.651,-1.278,-0.842,-1.132,0.409,0.238,-0.545,-1.278,1.796,0.436,-1.565,-1.398,0.068,1.473,-1.269,-0.283,-0.237,0.158,-0.61,0.669,0.284,-1.042,0.209,-0.637,0.866,-0.211,-0.548,0.077,1.116,-0.607,0.293,1.345,-0.105,-0.172,-0.235,0.864,-0.419,-0.462,0.156,1.362,-0.295,-0.29,-1.247,0.541,-0.678,-1.317,0.575,-1.566,-0.69,1.107,0.949,-0.607,0.163,-0.091,-0.263,Backstroke,422,101,0.557
1.648,0.674,0.05,-0.196,2.087,0.333,-0.123,0.161,-0.045,0.565,1.232,-0.28,0.027,-1.587,-1.109,0.611,1.862,-0.566,0.289,0.552,0.202,-0.507,-2.204,0.846,-1.35,-0.379,-0.647,1.899,-1.478,-0.656,-1.329,-1.948,0.09,0.086,-0.822,-0.506,-1.886,1.86,-0.185,0.203,-0.492,0.396,-0.634,0.188,0.419,0.245,0.797,0.948,0.866,-1.451,1.02,0.24,0.223,-0.112,0.567,-0.368,0.198,-1.999,-1.683,1.27,Butterfly,113,1022,0.554
-0.926,0.29,-1.263,0.568,2.041,-0.144,-1.548,0.18,0.818,-0.176,-0.073,1.266,-0.388,0.657,-0.063,0.005,1.407,0.032,0.24,2.227,-0.785,-1.024,-0.63,-0.986,-0.465,0.555,0.134,0.172,0.941,-0.499,-0.495,0.705,1.03,-0.116,-0.603,1.26,-0.172,0.801,0.059,0.879,-0.81,-0.129,0.066,-0.961,0.614,-0.458,-0.262,0.371,-1.033,-0.298,-1.512,-1.642,1.62,-0.463,-2.019,-0.445,-1.069,1.876,0.453,-0.245,Breaststroke,1453,803,0.458
1.184,0.254,0.67,-0.309,0.274,-0.906,0.358,-0.166,-1.115,-1.932,0.501,-1.054,-0.686,0.338,2.694,-0.466,0.954,0.79,0.237,-0.609,-0.827,2.474,-0.583,-0.12,-0.15,-1.387,0.669,0.658,-0.112,0.126,-0.255,0.646,-2.446,-0.869,2.855,-1.296,0.717,-0.472,0.51,0.91,-1.365,-0.918,1.437,-0.51,-0.246,-1.103,0.961,-0.613,-0.11,-0.312,0.311,-1.104,0.532,-0.238,-1.329,-0.769,-0.423,-0.467,-1.566,-0.2,Freestyle,1734,220,0.355
1.186,0.31,-0.399,-1.706,1.194,-0.083,0.087,0.828,0.202,-0.19,1.188,0.671,-0.528,0.017,-1.718,-1.087,0.152,-0.861,0.776,-1.813,-0.118,0.74,-0.741,1.228,-0.989,0.332,-1.028,0.856,0.7,-1.417,1.453,-0.414,-0.03,-0.94,-1.801,-0.304,-0.004,-1.012,0.598,0.941,-1.889,-0.323,1.038,0.63,-0.52,0.357,-2.703,-0.101,-1.301,1.836,-1.472,-1.203,-0.829,0.462,-0.444,-2.717,-0.662,0.6,-1.757,0.436,Butterfly,1540,797,0.651
-1.311,-0.527,-0.015,-0.716,1.792,0.223,0.122,-1.916,-0.742,-1.414,0.204,-1.072,-0.539,0.564,0.52,-0.16,-1.545,-0.261,-1.309,1.785,0.071,0.277,-0.896,-0.029,-0.759,-1.041,-2.26,-1.297,0.264,0.21,-0.535,-0.052,0.351,1.318,-0.931,-1.621,-1.085,0.261,1.03,0.903,-0.712,1.368,0.953,-1.068,-0.159,-1.819,-0.517,-0.2,0.601,-0.383,0.503,0.332,0.806,-0.401,-0.798,0.662,0.56,0.038,-1.949,0.579,Freestyle,1183,569,0.884
-0.106,-0.791,-1.115,2.063,-1.103,0.125,0.053,-0.349,-0.729,0.027,0.316,-0.459,0.421,-1.515,-0.738,-0.34,-0.553,-0.756,-1.08,1.253,0.8,0.117,-0.123,0.685,-0.373,1.322,-0.044,-0.951,0.649,-0.012,0.701,-0.646,0.532,1.409,0.412,1.528,-1.153,-1.18,-0.652,-0.034,0.309,-1.272,0.26,0.199,0.022,0.618,-0.201,0.265,-0.395,1.095,0.201,-0.324,2.069,-0.486,-1.598,0.11,1.157,-0.339,-0.231,-0.001,Breaststroke,387,591,0.092
-0.046,1.266,0.442,-0.85,0.651,1.631,0.816,-0.96,0.846,1.684,0.989,-1.161,-2.042,0.655,2.293,-0.533,-0.008,-0.672,-0.574,-0.391,-0.004,1.74,0.925,-0.087,0.904,-1.12,0.106,-0.051,0.564,2.651,-0.483,1.377,-0.141,-0.164,-0.148,0.592,-1.71,0.644,-1.075,-0.139,-0.468,1.283,0.206,-0.456,0.182,-0.364,-0.143,1.045,-0.817,-0.121,0.214,-0.972,-0.189,-0.056,-1.149,2.138,-0.187,1.856,-0.724,0.95,Freestyle,1394,732,0.752
0.488,-0.877,0.43,-1.835,-1.246,0.033,-0.842,-0.219,-0.476,0.202,1.037,0.665,-0.909,-0.412,1.412,0.308,2.069,-1.295,1.328,-0.033,1.527,0.32,0.647,0.445,2.062,-0.978,0.396,0.469,1.807,0.17,0.043,0.846,1.293,0.918,-0.451,-0.865,0.451,0.431,0.167,2.082,0.919,-1.033,0.201,0.652,1.01,1.675,-0.266,-0.472,-0.508,0.908,0.628,0.816,2.191,-0.223,2.536,1.311,-0.444,-0.257,0.234,0.868,Front Crawl,115,984,0.65
-0.327,0.885,-0.905,-1.789,-1.056,-1.289,-0.086,1.841,0.405,-0.083,-0.193,-0.555,0.297,1.031,-0.479,0.799,2.977,0.01,-0.069,0.745,-1.845,0.936,-2.03,0.21,0.283,-1.727,1.579,-0.29,0.148,1.234,-0.3,-0.184,-0.37,-0.106,-0.082,0.926,-0.822,1.195,-0.142,-0.183,1.917,-1.134,0.201,-0.109,0.679,-0.102,-1.134,0.135,-1.16,-0.843,-0.989,-0.046,0.676,-0.352,-0.19,-0.523,-0.242,-0.129,1.288,-0.034,Backstroke,801,934,0.53
0.068,-1.776,1.45,1.063,-1.185,-0.421,0.134,-0.264,-0.226,0.243,-2.182,0.201,0.302,0.326,0.275,-1.02,-1.908,1.574,1.118,0.443,-1.246,-0.386,-0.198,-0.974,-1.56,0.224,0.769,-1.054,-0.65,-2.663,-0.044,-0.277,-0.329,-0.73,0.381,1.731,1.805,0.781,1.233,-1.175,0.245,-0.919,-0.296,-0.055,-0.387,0.714,-1.469,-0.242,2.934,-1.441,0.055,0.665,-1.103,0.005,0.387,-0.604,-0.829,0.829,0.667,-0.966,Front Crawl,1605,669,0.416
-0.562,0.954,0.043,-1.081,-1.302,-0.643,0.365,-1.448,0.772,0.178,2.129,0.284,1.198,-0.093,-0.49,0.103,-0.082,1.445,-0.148,0.439,-0.475,-0.559,0.465,-0.978,1.025,1.188,0.364,0.888,0.092,0.638,0.861,-1.638,-0.383,-0.184,0.09,-0.124,0.963,-0.515,-0.109,0.256,-0.225,-1.149,0.464,-0.131,0.758,1.393,-1.644,-1.232,1.688,0.03,-0.801,0.091,-1.994,1.052,-1.26,-0.064,-0.05,1.939,-1.534,1.258,Breaststroke,1257,821,0.604
0.509,-0.588,2.513,0.647,1.539,-0.722,-0.265,-0.729,-1.53,-0.051,-0.745,0.05,0.301,0.303,0.17,0.125,-0.191,-0.06,1.39,1.355,-0.5,-1.281,0.885,0.203,0.669,3.271,-0.289,-0.422,-0.726,-0.339,0.007,0.124,0.541,-1.506,-0.733,0.109,0.439,-0.107,0.957,1.127,-0.067,0.55,0.431,0.168,-0.194,0.464,0.909,2.088,0.043,-1.873,-0.592,0.871,-0.524,2.116,0.87,0.882,0.378,-0.849,0.674,-1.322,Backstroke,842,1053,0.213
-0.71,-1.373,0.077,-0.76,0.743,-1.68,-0.195,-0.705,-0.99,0.034,-0.759,-0.067,-2.516,-1.432,1.009,-0.882,1.018,-0.992,-0.692,0.742,-0.809,0.669,0.42,1.808,0.561,-0.348,-0.709,-0.746,-0.256,-1.419,0.987,-0.419,-0.747,3.318,1.823,0.646,-1.135,1.346,-1.267,0.614,0.143,-1.366,3.261,0.458,-0.462,-0.003,-0.963,-0.501,-0.307,-0.489,0.316,0.156,0.624,0.805,0.549,1.214,-1.086,0.15,-0.202,0.965,Breaststroke,1796,487,0.266
0.945,-0.26,-1.636,1.006,-0.466,-0.153,1.074,-0.884,1.228,-0.666,-1.489,0.681,-1.798,0.026,0.609,-0.532,-0.984,-1.571,0.14,0.319,-1.01,0.347,0.71,1.453,1.313,0.481,0.963,-0.115,-1.747,-0.451,-0.156,0.424,-0.898,-1.752,0.532,0.001,-0.182,-0.479,0.434,1.512,0.617,0.144,0.255,0.857,-0.539,-0.98,0.82,1.129,1.443,-0.954,-0.42,1.986,1.206,0.163,1.355,0.799,0.485,1.642,-1.007,0.707,Front Crawl,161,205,0.606
-1.899,0.91,-1.288,-0.128,-1.066,0.524,0.754,-1.601,-1.632,-0.359,1.005,-1.24,-1.67,-1.19,0.213,-1.169,-1.365,-2.368,-0.756,0.389,1.008,0.478,1.445,1.644,0.013,-0.187,0.063,-1.145,-1.54,-1.974,-0.524,-0.146,-2.093,0.624,1.113,0.505,-2.111,-0.16,-0.696,-0.378,-0.594,1.56,-0.906,0.324,-0.004,0.163,-0.789,-0.515,-0.384,-1.455,-0.268,-1.094,-1.343,1.008,-0.352,-0.398,0.754,-0.494,-0.018,-1.083,Front Crawl,978,902,0.529
0.265,-0.979,-0.161,-0.572,-0.44,1.197,0.482,1.857,0.932,-2.517,-2.151,1.054,0.4,-1.305,1.97,-0.768,0.369,0.324,1.638,0.197,-1.746,-2.391,0.284,-0.767,-0.841,0.139,0.295,0.531,0.488,1.755,0.799,0.53,0.46,-0.513,-0.026,0.219,-0.319,-1.75,1.223,-0.562,-0.155,0.736,-1.589,0.186,0.294,0.178,0.465,-0.062,-1.005,-0.629,-0.058,0.426,-1.354,-1.615,0.586,0.339,0.877,-0.586,-0.078,-0.114,Butterfly,1567,474,0.618
-1.046,1.905,0.198,-0.51,-0.569,0.079,-1.123,0.519,-0.207,-1.354,0.34,0.04,-0.399,-0.774,-1.446,-0.919,0.238,0.621,-0.032,-1.188,1.113,-2.442,-0.749,-1.332,0.055,0.227,-0.64,-0.163,-0.001,0.134,0.714,2.041,-0.157,1.868,1.637,-1.313,0.083,-1.549,0.371,-0.959,-0.771,0.166,-0.212,-0.397,-1.339,0.622,-3.443,0.9,1.275,0.547,0.629,-0.159,-0.452,-1.544,1.953,1.904,0.105,1.018,1.125,0.719,Front Crawl,1758,542,0.682
-1.352,0.402,-1.609,1.632,0.946,-1.6,-0.216,1.66,-0.752,0.383,-1.224,-0.976,-0.031,0.86,-0.626,0.597,0.023,-0.3,-0.064,1.52,-1.177,-0.364,-1.542,-0.429,0.074,0.508,-0.2,-0.471,0.371,-0.954,1.136,0.937,0.76,-0.467,-2.528,0.516,0.275,-0.7,-1.088,-0.917,-0.295,1.678,-0.407,0.831,-0.098,0.132,-1.384,0.216,-0.406,1.57,-0.79,2.341,-0.617,0.428,0.468,-0.414,0.755,-1.184,-0.491,-1.45,Breaststroke,1520,454,0.677
0.517,-0.942,0.938,-1.648,-0.793,-1.381,0.919,0.13,0.781,-1.337,-0.146,-0.747,-0.351,1.284,-1.064,2.44,-0.324,-0.204,2.498,-1.934,-1.875,1.009,-0.372,-1.215,0.002,0.701,-0.068,1.47,-0.196,-0.212,-0.447,0.355,-0.378,0.962,-0.602,-0.073,1.581,-0.674,-1.471,-0.501,-1.4,-1.144,0.018,1.004,1.327,1.881,-0.224,-1.707,0.801,-0.728,1.546,0.429,-2.063,0.736,0.547,-1.397,-0.147,-0.606,0.646,0.902,Freestyle,1413,134,0.894
0.036,-2.682,-0.202,-0.1,1.046,-2.414,-0.525,0.636,0.259,-0.632,1.428,-1.058,1.604,-0.326,0.786,-0.054,-0.756,-1.348,-0.533,1.162,-0.558,-1.888,-0.907,0.273,0.365,0.871,-0.121,-0.647,-0.205,-0.149,1.322,0.532,-0.085,1.574,0.581,-0.89,0.667,0.386,0.601,-0.658,-1.647,0.55,-0.069,-0.499,-0.085,-1.289,1.276,0.67,-0.971,-0.987,0.109,-0.206,-1.809,-0.622,0.895,3.44,-1.114,-0.03,-1.995,-0.219,Breaststroke,1128,430,0.559
0.351,1.53,-1.052,-0.473,0.31,1.323,-0.485,0.892,0.508,0.567,-1.172,-0.22,-0.431,0.734,-0.491,-0.403,0.192,-0.376,1.141,-0.679,0.904,1.762,0.056,0.879,0.332,-0.163,1.527,1.464,0.584,0.248,0.603,0.091,-0.193,0.661,-0.304,-2.01,-0.247,-1.044,-0.528,0.903,0.532,0.619,-1.731,-0.026,0.013,-0.81,1.822,-0.621,-0.907,0.516,1.719,-0.041,-2.108,0.695,0.136,0.796,0.006,-0.145,-1.468,-0.252,Breaststroke,1504,995,0.509
-0.151,-0.84,-2.057,1.516,0.488,2.257,1.084,-0.044,-0.172,-1.508,-1.131,0.902,1.852,-0.76,-0.346,1.551,2.017,-0.451,-1.774,0.037,-1.674,2.105,1.488,0.219,-0.432,0.117,1.323,-0.032,0.166,-1.097,-0.294,-1.491,-0.076,-0.318,0.119,1.082,0.205,-0.77,0.911,1.041,0.034,-0.518,0.651,-1.277,0.882,0.262,1.704,-0.672,0.502,0.53,0.434,2.12,1.247,1.11,0.469,-0.025,0.291,-0.23,0.974,-0.522,Front Crawl,662,141,0.548
-0.689,-0.061,-1.078,0.315,0.75,-0.462,0.837,-1.752,-0.168,0.816,-1.143,-0.15,-0.458,-0.453,-1.654,1.013,0.778,-0.6,-0.049,0.82,1.083,-0.902,-0.459,-0.547,-0.336,-1.224,0.342,0.434,-0.059,-0.489,-0.085,0.07,-0.71,1.158,-0.346,0.09,1.588,-0.153,1.207,-0.325,0.207,-2.401,-1.947,-0.701,0.313,3.123,-2.182,-0.247,-1.595,0.943,1.111,-2.148,0.344,0.587,-1.071,-0.657,-1.045,0.252,-0.298,0.161,Front Crawl,1717,988,0.703
0.549,-0.121,-0.422,-0.323,0.181,1.384,0.223,0.216,-0.638,0.433,1.274,1.693,1.507,-0.284,-0.194,0.326,-0.519,0.246,-0.774,-0.185,0.289,-0.182,-0.006,-0.374,-0.279,-0.317,0.701,-0.191,-0.173,1.201,0.562,0.353,-1.26,-0.925,-0.347,-0.976,-0.029,-0.08,-1.175,0.644,0.285,0.284,-0.105,-0.618,-1.255,0.826,-0.439,-0.747,-0.599,1.693,-1.825,-0.384,0.313,1.11,-1.1,2.129,-1.626,-0.313,2.288,-1.481,Backstroke,1012,252,0.522
1.151,-0.317,-0.128,0.926,-0.391,0.213,1.55,-0.265,-0.391,-0.98,2.306,-0.359,1.9,0.521,1.046,0.655,-1.204,0.09,0.833,-0.845,1.729,-1.694,0.862,-0.563,-0.342,-0.656,0.111,2.091,0.008,0.044,0.609,-0.649,1.22,1.783,-1.395,0.185,-0.027,0.152,2.122,1.639,-0.255,1.485,0.722,-1.188,1.109,0.296,0.054,-0.085,-0.702,-0.414,1.018,0.28,0.152,-1.476,-2.078,-0.668,0.398,1.12,0.472,-0.636,Breaststroke,1481,928,0.537
-0.46,-0.545,-1.051,-0.959,1.133,1.651,2.61,-0.082,-0.172,0.122,0.941,1.243,1.113,0.193,-0.267,0.416,-1.753,0.359,0.44,-0.512,-0.342,-0.466,-1.462,-2.436,0.459,0.004,1.269,0.725,-0.006,-2.471,1.134,1.002,-1.435,0.728,0.231,-1.844,-1.003,1.291,-1.567,0.853,-0.001,-0.904,-0.543,-1.64,-0.653,0.043,-0.533,-0.075,0.386,0.626,1.111,-2.817,-2.111,-0.692,-0.29,-0.057,1.129,-0.584,-0.505,1.356,Freestyle,1577,1010,0.555
0.256,-0.604,-1.812,-0.078,-1.047,0.242,0.036,1.863,-1.35,0.169,-1.638,-0.108,-0.658,-0.565,-1.157,-2.279,1.352,1.918,0.907,-1.478,-1.534,0.378,0.824,-2.355,-3.309,-2.093,-0.876,0.612,-0.14,1.252,-0.224,-0.766,0.662,1.471,-0.202,-0.653,0.293,0.035,-2.316,-0.648,-0.796,-0.349,-0.01,0.626,0.709,-0.783,0.88,2.062,-1.789,-1.437,-0.213,-1.879,0.607,0.417,0.688,-1.063,0.897,0.479,0.641,0.542,Backstroke,1485,939,0.326
-0.498,-0.347,0.635,-0.099,-0.632,0.397,-0.431,0.305,0.95,-0.09,1.163,1.325,0.193,0.839,1.003,0.773,0.493,1.865,-1.068,-1.793,-0.43,1.256,2.507,0.575,0.358,0.602,0.507,0.237,-1.488,0.065,-0.541,-0.866,-0.545,0.646,-0.352,0.553,1.432,-1.054,-0.317,-0.351,-0.544,0.388,0.684,-0.894,1.008,0.378,0.796,0.393,-0.516,0.666,0.096,-0.156,-0.076,0.151,0.377,0.899,1.331,-0.215,0.789,-0.644,Butterfly,421,656,0.838
1.093,-3.221,-2.127,0.743,0.219,-1.334,-1.348,0.265,0.224,-0.003,1.042,-2.118,0.785,-0.022,-1.95,-1.344,1.872,-0.18,-1.078,0.582,0.061,1.679,0.398,1.041,0.143,0.965,-0.892,2.004,-1.818,0.091,2.284,0.078,-0.298,0.373,-1.744,-0.319,1.323,-0.054,-1.11,-1.536,-0.128,-0.618,-0.76,0.81,0.067,1.088,1.005,-1.6,0.231,-1.545,0.974,-0.913,-1.7,-0.984,-0.064,0.103,-0.229,-1.348,-1.391,1.254,Front Crawl,895,514,0.365
